"","X","region","station_year","station","fox","cat","potoroo_ln","bandicoot_sb","date_start","date_end","survey_duration","year","latitude","longitude","XGROUPNAME","foxbaits","x","y","st_no","grid"
"428",428,"otways","U001x2019","U001",0,0,0,0,"2019-06-13","2019-09-10",89,2019,-38.61594902,143.360458,"Heathy Woodlands",0,705509.514857712,5723197.75551815,NA,"North_2019"
"429",429,"otways","U002x2017","U002",0,1,0,0,"2017-07-07","2017-08-30",54,2017,-38.621556,143.363745,"Heathy Woodlands",0,705779.696096021,5722568.09722802,NA,"North_2017"
"430",430,"otways","U002x2018","U002",0,1,0,0,"2018-07-09","2018-09-17",70,2018,-38.621556,143.363745,"Heathy Woodlands",0,705779.696096021,5722568.09722802,NA,"North_2018"
"431",431,"otways","U002x2019","U002",1,1,0,0,"2019-06-13","2019-09-10",89,2019,-38.621556,143.363745,"Heathy Woodlands",0,705779.696096021,5722568.09722802,NA,"North_2019"
"432",432,"otways","U003x2017","U003",0,0,1,0,"2017-07-08","2017-09-01",55,2017,-38.62764303,143.366916,"Heathy Woodlands",0,706038.357042565,5721885.40972276,NA,"North_2017"
"433",433,"otways","U003x2018","U003",0,0,1,0,"2018-07-09","2018-09-13",66,2018,-38.62764303,143.366916,"Heathy Woodlands",0,706038.357042565,5721885.40972276,NA,"North_2018"
"434",434,"otways","U003x2019","U003",0,0,1,0,"2019-06-13","2019-09-10",89,2019,-38.62764303,143.366916,"Heathy Woodlands",0,706038.357042565,5721885.40972276,NA,"North_2019"
"435",435,"otways","U004x2017","U004",0,1,0,0,"2017-07-07","2017-09-01",56,2017,-38.63319101,143.370148,"Wet or Damp Forests",0,706303.825270104,5721262.40074975,NA,"North_2017"
"436",436,"otways","U004x2018","U004",1,1,0,0,"2018-07-09","2018-09-13",66,2018,-38.63319101,143.370148,"Wet or Damp Forests",0,706303.825270104,5721262.40074975,NA,"North_2018"
"437",437,"otways","U004x2019","U004",1,1,0,0,"2019-06-13","2019-09-10",89,2019,-38.63319101,143.370148,"Wet or Damp Forests",0,706303.825270104,5721262.40074975,NA,"North_2019"
"438",438,"otways","U005x2017","U005",0,0,0,0,"2017-07-08","2017-09-01",55,2017,-38.639014,143.37357,"Wet or Damp Forests",0,706584.997188543,5720608.43059185,NA,"North_2017"
"439",439,"otways","U005x2018","U005",0,1,0,0,"2018-07-09","2018-09-13",66,2018,-38.639014,143.37357,"Wet or Damp Forests",0,706584.997188543,5720608.43059185,NA,"North_2018"
"440",440,"otways","U005x2019","U005",0,1,0,0,"2019-06-14","2019-09-10",88,2019,-38.639014,143.37357,"Wet or Damp Forests",0,706584.997188543,5720608.43059185,NA,"North_2019"
"441",441,"otways","U006x2017","U006",0,0,0,0,"2017-07-08","2017-08-30",53,2017,-38.64510596,143.377627,"Wet or Damp Forests",0,706920.614935416,5719923.16332563,NA,"North_2017"
"442",442,"otways","U006x2018","U006",0,0,0,0,"2018-07-10","2018-09-12",64,2018,-38.64510596,143.377627,"Wet or Damp Forests",0,706920.614935416,5719923.16332563,NA,"North_2018"
"443",443,"otways","U006x2019","U006",0,1,0,0,"2019-06-14","2019-09-10",88,2019,-38.64510596,143.377627,"Wet or Damp Forests",0,706920.614935416,5719923.16332563,NA,"North_2019"
"444",444,"otways","U007x2017","U007",0,1,0,0,"2017-07-09","2017-08-30",52,2017,-38.65064196,143.380475,"Wet or Damp Forests",0,707152.551089304,5719302.31526561,NA,"North_2017"
"445",445,"otways","U007x2018","U007",0,0,0,0,"2018-07-10","2018-09-12",64,2018,-38.65064196,143.380475,"Wet or Damp Forests",0,707152.551089304,5719302.31526561,NA,"North_2018"
"446",446,"otways","U007x2019","U007",1,1,0,0,"2019-06-14","2019-09-10",88,2019,-38.65064196,143.380475,"Wet or Damp Forests",0,707152.551089304,5719302.31526561,NA,"North_2019"
"447",447,"otways","U009x2017","U009",0,0,0,0,"2017-07-07","2017-08-30",54,2017,-38.61358297,143.367547,"Heathy Woodlands",0,706133.561299409,5723444.44748162,NA,"North_2017"
"448",448,"otways","U009x2018","U009",1,0,0,0,"2018-07-09","2018-09-17",70,2018,-38.61358297,143.367547,"Heathy Woodlands",0,706133.561299409,5723444.44748162,NA,"North_2018"
"449",449,"otways","U009x2019","U009",1,0,0,0,"2019-06-13","2019-09-10",89,2019,-38.61358297,143.367547,"Heathy Woodlands",0,706133.561299409,5723444.44748162,NA,"North_2019"
"450",450,"otways","U010x2017","U010",0,1,0,0,"2017-07-07","2017-08-30",54,2017,-38.61925601,143.37038,"Riparian Scrubs or Swampy Scrubs and Woodlands",0,706363.985486,5722808.45641738,NA,"North_2017"
"451",451,"otways","U010x2018","U010",0,0,0,0,"2018-07-09","2018-09-17",70,2018,-38.61925601,143.37038,"Riparian Scrubs or Swampy Scrubs and Woodlands",0,706363.985486,5722808.45641738,NA,"North_2018"
"452",452,"otways","U010x2019","U010",0,1,0,0,"2019-06-13","2019-09-10",89,2019,-38.61925601,143.37038,"Riparian Scrubs or Swampy Scrubs and Woodlands",0,706363.985486,5722808.45641738,NA,"North_2019"
"453",453,"otways","U011x2017","U011",0,1,0,0,"2017-07-08","2017-09-01",55,2017,-38.62491598,143.373758,"Wet or Damp Forests",0,706641.856063604,5722172.67953891,NA,"North_2017"
"454",454,"otways","U011x2018","U011",0,1,0,0,"2018-07-09","2018-09-17",70,2018,-38.62491598,143.373758,"Wet or Damp Forests",0,706641.856063604,5722172.67953891,NA,"North_2018"
"455",455,"otways","U011x2019","U011",0,1,0,0,"2019-06-13","2019-09-10",89,2019,-38.62491598,143.373758,"Wet or Damp Forests",0,706641.856063604,5722172.67953891,NA,"North_2019"
"456",456,"otways","U013x2017","U013",0,1,1,0,"2017-07-08","2017-08-30",53,2017,-38.63910201,143.3827,"Wet or Damp Forests",0,707379.479720009,5720578.0536425,NA,"North_2017"
"457",457,"otways","U013x2018","U013",0,0,1,0,"2018-07-10","2018-09-12",64,2018,-38.63910201,143.3827,"Wet or Damp Forests",0,707379.479720009,5720578.0536425,NA,"North_2018"
"458",458,"otways","U013x2019","U013",0,1,1,0,"2019-06-14","2019-09-10",88,2019,-38.63910201,143.3827,"Wet or Damp Forests",0,707379.479720009,5720578.0536425,NA,"North_2019"
"459",459,"otways","U014x2017","U014",0,0,0,0,"2017-07-08","2017-08-30",53,2017,-38.64256198,143.38452,"Wet or Damp Forests",0,707527.919415145,5720189.92904409,NA,"North_2017"
"460",460,"otways","U014x2018","U014",0,0,0,0,"2018-07-10","2018-09-12",64,2018,-38.64256198,143.38452,"Wet or Damp Forests",0,707527.919415145,5720189.92904409,NA,"North_2018"
"461",461,"otways","U014x2019","U014",1,0,1,0,"2019-06-14","2019-09-10",88,2019,-38.64256198,143.38452,"Wet or Damp Forests",0,707527.919415145,5720189.92904409,NA,"North_2019"
"462",462,"otways","U015x2017","U015",1,0,0,0,"2017-07-08","2017-08-30",53,2017,-38.64788599,143.387396,"Wet or Damp Forests",0,707762.868885328,5719592.52640685,NA,"North_2017"
"463",463,"otways","U015x2018","U015",0,1,0,0,"2018-07-10","2018-09-12",64,2018,-38.64788599,143.387396,"Wet or Damp Forests",0,707762.868885328,5719592.52640685,NA,"North_2018"
"464",464,"otways","U015x2019","U015",0,0,0,0,"2019-06-14","2019-09-10",88,2019,-38.64788599,143.387396,"Wet or Damp Forests",0,707762.868885328,5719592.52640685,NA,"North_2019"
"465",465,"otways","U017x2017","U017",0,0,0,0,"2017-07-10","2017-09-01",53,2017,-38.60952504,143.377165,"Dry Forests",0,706982.739227841,5723873.16340058,NA,"North_2017"
"466",466,"otways","U017x2018","U017",0,0,0,0,"2018-07-11","2018-09-18",69,2018,-38.60952504,143.377165,"Dry Forests",0,706982.739227841,5723873.16340058,NA,"North_2018"
"467",467,"otways","U017x2019","U017",0,1,0,0,"2019-06-16","2019-09-12",88,2019,-38.60952504,143.377165,"Dry Forests",0,706982.739227841,5723873.16340058,NA,"North_2019"
"468",468,"otways","U023x2017","U023",0,1,0,0,"2017-07-08","2017-08-30",53,2017,-38.64537704,143.394526,"Wet or Damp Forests",0,708390.708429297,5719854.80181297,NA,"North_2017"
"469",469,"otways","U023x2018","U023",0,1,1,0,"2018-07-11","2018-09-21",72,2018,-38.64537704,143.394526,"Wet or Damp Forests",0,708390.708429297,5719854.80181297,NA,"North_2018"
"470",470,"otways","U023x2019","U023",1,1,0,0,"2019-06-14","2019-09-10",88,2019,-38.64537704,143.394526,"Wet or Damp Forests",0,708390.708429297,5719854.80181297,NA,"North_2019"
"471",471,"otways","U024x2017","U024",1,1,1,0,"2017-07-08","2017-08-30",53,2017,-38.65116097,143.398734,"Wet or Damp Forests",0,708740.175133397,5719203.2935545,NA,"North_2017"
"472",472,"otways","U024x2018","U024",1,1,0,0,"2018-07-11","2018-09-13",64,2018,-38.65116097,143.398734,"Wet or Damp Forests",0,708740.175133397,5719203.2935545,NA,"North_2018"
"473",473,"otways","U024x2019","U024",1,1,1,0,"2019-06-14","2019-09-10",88,2019,-38.65116097,143.398734,"Wet or Damp Forests",0,708740.175133397,5719203.2935545,NA,"North_2019"
"474",474,"otways","U025x2017","U025",0,0,0,0,"2017-07-10","2017-09-01",53,2017,-38.60862097,143.381433,"Dry Forests",0,707357.010973121,5723963.86504043,NA,"North_2017"
"475",475,"otways","U025x2018","U025",0,0,0,0,"2018-07-11","2018-09-18",69,2018,-38.60862097,143.381433,"Dry Forests",0,707357.010973121,5723963.86504043,NA,"North_2018"
"476",476,"otways","U025x2019","U025",0,1,0,0,"2019-06-16","2019-09-12",88,2019,-38.60862097,143.381433,"Dry Forests",0,707357.010973121,5723963.86504043,NA,"North_2019"
"477",477,"otways","U026x2017","U026",0,0,0,0,"2017-07-10","2017-09-01",53,2017,-38.611648,143.386614,"Dry Forests",0,707799.453541637,5723616.1884209,NA,"North_2017"
"478",478,"otways","U026x2018","U026",0,0,0,0,"2018-07-11","2018-09-18",69,2018,-38.611648,143.386614,"Dry Forests",0,707799.453541637,5723616.1884209,NA,"North_2018"
"479",479,"otways","U026x2019","U026",0,1,0,0,"2019-06-16","2019-09-12",88,2019,-38.611648,143.386614,"Dry Forests",0,707799.453541637,5723616.1884209,NA,"North_2019"
"480",480,"otways","U027x2017","U027",0,0,0,0,"2017-07-10","2017-09-01",53,2017,-38.62030601,143.392597,"Dry Forests",0,708295.395787178,5722641.70841906,NA,"North_2017"
"481",481,"otways","U027x2018","U027",0,1,0,1,"2018-07-11","2018-09-18",69,2018,-38.62030601,143.392597,"Dry Forests",0,708295.395787178,5722641.70841906,NA,"North_2018"
"482",482,"otways","U027x2019","U027",1,1,0,0,"2019-06-16","2019-09-12",88,2019,-38.62030601,143.392597,"Dry Forests",0,708295.395787178,5722641.70841906,NA,"North_2019"
"483",483,"otways","U032x2017","U032",1,1,0,0,"2017-07-12","2017-08-30",49,2017,-38.64851103,143.405476,"Wet or Damp Forests",0,709334.663322247,5719482.02630716,NA,"North_2017"
"484",484,"otways","U032x2018","U032",1,1,0,0,"2018-07-10","2018-09-12",64,2018,-38.64851103,143.405476,"Wet or Damp Forests",0,709334.663322247,5719482.02630716,NA,"North_2018"
"485",485,"otways","U032x2019","U032",1,1,0,0,"2019-06-14","2019-09-10",88,2019,-38.64851103,143.405476,"Wet or Damp Forests",0,709334.663322247,5719482.02630716,NA,"North_2019"
"486",486,"otways","U033x2017","U033",0,1,0,0,"2017-07-10","2017-09-01",53,2017,-38.60628501,143.388047,"Dry Forests",0,707939.728449306,5724208.15420395,NA,"North_2017"
"487",487,"otways","U033x2018","U033",0,1,0,0,"2018-07-11","2018-09-18",69,2018,-38.60628501,143.388047,"Dry Forests",0,707939.728449306,5724208.15420395,NA,"North_2018"
"488",488,"otways","U033x2019","U033",0,1,0,0,"2019-06-16","2019-09-12",88,2019,-38.60628501,143.388047,"Dry Forests",0,707939.728449306,5724208.15420395,NA,"North_2019"
"489",489,"otways","U034x2017","U034",0,1,0,0,"2017-07-10","2017-09-01",53,2017,-38.61124701,143.391149,"Dry Forests",0,708195.52106982,5723650.41146094,NA,"North_2017"
"490",490,"otways","U034x2018","U034",0,0,0,0,"2018-07-11","2018-09-18",69,2018,-38.61124701,143.391149,"Dry Forests",0,708195.52106982,5723650.41146094,NA,"North_2018"
"491",491,"otways","U034x2019","U034",1,0,0,0,"2019-06-16","2019-09-12",88,2019,-38.61124701,143.391149,"Dry Forests",0,708195.52106982,5723650.41146094,NA,"North_2019"
"492",492,"otways","U035x2017","U035",1,1,0,0,"2017-07-10","2017-09-01",53,2017,-38.617097,143.395936,"Lowland Forests",0,708595.422018508,5722990.27466637,NA,"North_2017"
"493",493,"otways","U035x2018","U035",0,1,0,0,"2018-07-11","2018-09-18",69,2018,-38.617097,143.395936,"Lowland Forests",0,708595.422018508,5722990.27466637,NA,"North_2018"
"494",494,"otways","U035x2019","U035",0,1,1,0,"2019-06-16","2019-09-12",88,2019,-38.617097,143.395936,"Lowland Forests",0,708595.422018508,5722990.27466637,NA,"North_2019"
"495",495,"otways","U036x2017","U036",0,0,0,0,"2017-07-10","2017-09-01",53,2017,-38.621108,143.398876,"Wet or Damp Forests",0,708839.778475801,5722538.42261157,NA,"North_2017"
"496",496,"otways","U036x2018","U036",0,0,0,1,"2018-07-11","2018-09-18",69,2018,-38.621108,143.398876,"Wet or Damp Forests",0,708839.778475801,5722538.42261157,NA,"North_2018"
"497",497,"otways","U036x2019","U036",0,0,0,1,"2019-06-16","2019-09-12",88,2019,-38.621108,143.398876,"Wet or Damp Forests",0,708839.778475801,5722538.42261157,NA,"North_2019"
"498",498,"otways","U037x2017","U037",0,0,0,0,"2017-07-12","2017-09-01",51,2017,-38.62863402,143.402929,"Wet or Damp Forests",0,709170.788138921,5721693.90693107,NA,"North_2017"
"499",499,"otways","U037x2018","U037",0,0,0,0,"2018-07-12","2018-09-18",68,2018,-38.62863402,143.402929,"Wet or Damp Forests",0,709170.788138921,5721693.90693107,NA,"North_2018"
"500",500,"otways","U037x2019","U037",1,1,0,0,"2019-06-16","2019-09-12",88,2019,-38.62863402,143.402929,"Wet or Damp Forests",0,709170.788138921,5721693.90693107,NA,"North_2019"
"501",501,"otways","U038x2017","U038",0,1,0,0,"2017-07-10","2017-09-01",53,2017,-38.633234,143.406952,"Wet or Damp Forests",0,709507.631730058,5721174.19138589,NA,"North_2017"
"502",502,"otways","U038x2018","U038",0,1,0,0,"2018-07-12","2018-09-18",68,2018,-38.633234,143.406952,"Wet or Damp Forests",0,709507.631730058,5721174.19138589,NA,"North_2018"
"503",503,"otways","U038x2019","U038",0,1,0,0,"2019-06-15","2019-09-12",89,2019,-38.633234,143.406952,"Wet or Damp Forests",0,709507.631730058,5721174.19138589,NA,"North_2019"
"504",504,"otways","U039x2017","U039",1,1,0,0,"2017-07-10","2017-09-01",53,2017,-38.63884099,143.408661,"Wet or Damp Forests",0,709640.063476158,5720547.98847961,NA,"North_2017"
"505",505,"otways","U039x2018","U039",1,1,0,0,"2018-07-12","2018-09-18",68,2018,-38.63884099,143.408661,"Wet or Damp Forests",0,709640.063476158,5720547.98847961,NA,"North_2018"
"506",506,"otways","U039x2019","U039",1,1,0,1,"2019-06-15","2019-09-12",89,2019,-38.63884099,143.408661,"Wet or Damp Forests",0,709640.063476158,5720547.98847961,NA,"North_2019"
"507",507,"otways","U044x2017","U044",0,1,0,0,"2017-07-12","2017-09-01",51,2017,-38.620404,143.406915,"Wet or Damp Forests",0,709541.774003447,5722598.22350188,NA,"North_2017"
"508",508,"otways","U044x2018","U044",0,1,0,0,"2018-07-11","2018-09-18",69,2018,-38.620404,143.406915,"Wet or Damp Forests",0,709541.774003447,5722598.22350188,NA,"North_2018"
"509",509,"otways","U044x2019","U044",0,1,0,0,"2019-06-16","2019-09-12",88,2019,-38.620404,143.406915,"Wet or Damp Forests",0,709541.774003447,5722598.22350188,NA,"North_2019"
"510",510,"otways","U045x2017","U045",0,1,0,0,"2017-07-12","2017-09-01",51,2017,-38.62593304,143.409723,"Wet or Damp Forests",0,709770.146562649,5721978.16058974,NA,"North_2017"
"511",511,"otways","U045x2018","U045",0,0,0,0,"2018-07-11","2018-09-18",69,2018,-38.62593304,143.409723,"Wet or Damp Forests",0,709770.146562649,5721978.16058974,NA,"North_2018"
"512",512,"otways","U045x2019","U045",0,1,0,0,"2019-06-16","2019-09-12",88,2019,-38.62593304,143.409723,"Wet or Damp Forests",0,709770.146562649,5721978.16058974,NA,"North_2019"
"513",513,"otways","U046x2017","U046",0,1,0,0,"2017-07-10","2017-09-01",53,2017,-38.63235902,143.412098,"Wet or Damp Forests",0,709958.166277854,5721259.53281698,NA,"North_2017"
"514",514,"otways","U046x2018","U046",0,1,0,0,"2018-07-12","2018-09-18",68,2018,-38.63235902,143.412098,"Wet or Damp Forests",0,709958.166277854,5721259.53281698,NA,"North_2018"
"515",515,"otways","U046x2019","U046",0,1,0,0,"2019-06-15","2019-09-12",89,2019,-38.63235902,143.412098,"Wet or Damp Forests",0,709958.166277854,5721259.53281698,NA,"North_2019"
"516",516,"otways","U047x2017","U047",0,1,0,0,"2017-07-10","2017-09-01",53,2017,-38.63840597,143.415028,"Wet or Damp Forests",0,710195.565603048,5720581.69343245,NA,"North_2017"
"517",517,"otways","U047x2018","U047",0,1,0,0,"2018-07-12","2018-09-18",68,2018,-38.63840597,143.415028,"Wet or Damp Forests",0,710195.565603048,5720581.69343245,NA,"North_2018"
"518",518,"otways","U047x2019","U047",0,1,0,0,"2019-06-15","2019-09-12",89,2019,-38.63840597,143.415028,"Wet or Damp Forests",0,710195.565603048,5720581.69343245,NA,"North_2019"
"519",519,"otways","U048x2017","U048",0,1,0,0,"2017-07-10","2017-09-01",53,2017,-38.64051603,143.419424,"Wet or Damp Forests",0,710572.049957938,5720337.41948231,NA,"North_2017"
"520",520,"otways","U048x2018","U048",1,1,0,0,"2018-07-12","2018-09-18",68,2018,-38.64051603,143.419424,"Wet or Damp Forests",0,710572.049957938,5720337.41948231,NA,"North_2018"
"521",521,"otways","U048x2019","U048",1,0,0,0,"2019-06-15","2019-09-12",89,2019,-38.64051603,143.419424,"Wet or Damp Forests",0,710572.049957938,5720337.41948231,NA,"North_2019"
"522",522,"otways","U051x2017","U051",0,0,0,0,"2017-07-11","2017-08-31",51,2017,-38.61168296,143.410648,"Wet or Damp Forests",0,709892.235786414,5723557.60007794,NA,"North_2017"
"523",523,"otways","U051x2018","U051",0,0,0,0,"2018-07-11","2018-09-21",72,2018,-38.61168296,143.410648,"Wet or Damp Forests",0,709892.235786414,5723557.60007794,NA,"North_2018"
"524",524,"otways","U051x2019","U051",1,1,0,0,"2019-06-19","2019-09-11",84,2019,-38.61168296,143.410648,"Wet or Damp Forests",0,709892.235786414,5723557.60007794,NA,"North_2019"
"525",525,"otways","U052x2017","U052",0,1,0,0,"2017-07-11","2017-08-31",51,2017,-38.61727503,143.414527,"Wet or Damp Forests",0,710213.68800079,5722928.0789451,NA,"North_2017"
"526",526,"otways","U052x2018","U052",0,0,1,0,"2018-07-11","2018-09-21",72,2018,-38.61727503,143.414527,"Wet or Damp Forests",0,710213.68800079,5722928.0789451,NA,"North_2018"
"527",527,"otways","U052x2019","U052",0,0,0,0,"2019-06-19","2019-09-11",84,2019,-38.61727503,143.414527,"Wet or Damp Forests",0,710213.68800079,5722928.0789451,NA,"North_2019"
"528",528,"otways","U053x2017","U053",0,1,0,0,"2017-07-11","2017-08-31",51,2017,-38.62433796,143.418316,"Wet or Damp Forests",0,710522.946416117,5722135.50402544,NA,"North_2017"
"529",529,"otways","U053x2018","U053",0,0,0,0,"2018-07-11","2018-09-21",72,2018,-38.62433796,143.418316,"Wet or Damp Forests",0,710522.946416117,5722135.50402544,NA,"North_2018"
"530",530,"otways","U053x2019","U053",0,1,0,0,"2019-06-20","2019-09-11",83,2019,-38.62433796,143.418316,"Wet or Damp Forests",0,710522.946416117,5722135.50402544,NA,"North_2019"
"531",531,"otways","U054x2017","U054",0,0,0,0,"2017-07-12","2017-08-31",50,2017,-38.62881004,143.421001,"Wet or Damp Forests",0,710743.616350885,5721632.99948579,NA,"North_2017"
"532",532,"otways","U054x2018","U054",0,1,0,0,"2018-07-11","2018-09-21",72,2018,-38.62881004,143.421001,"Wet or Damp Forests",0,710743.616350885,5721632.99948579,NA,"North_2018"
"533",533,"otways","U054x2019","U054",0,1,0,0,"2019-06-20","2019-09-11",83,2019,-38.62881004,143.421001,"Wet or Damp Forests",0,710743.616350885,5721632.99948579,NA,"North_2019"
"534",534,"otways","U055x2017","U055",0,1,1,0,"2017-07-11","2017-08-31",51,2017,-38.634124,143.424162,"Wet or Damp Forests",0,711003.224161915,5721035.95513417,NA,"North_2017"
"535",535,"otways","U055x2018","U055",0,1,0,0,"2018-07-10","2018-09-21",73,2018,-38.634124,143.424162,"Wet or Damp Forests",0,711003.224161915,5721035.95513417,NA,"North_2018"
"536",536,"otways","U055x2019","U055",1,1,1,0,"2019-06-19","2019-09-11",84,2019,-38.634124,143.424162,"Wet or Damp Forests",0,711003.224161915,5721035.95513417,NA,"North_2019"
"537",537,"otways","U056x2017","U056",1,1,0,0,"2017-07-10","2017-09-01",53,2017,-38.64074,143.426496,"Wet or Damp Forests",0,711186.978027234,5720296.29670706,NA,"North_2017"
"538",538,"otways","U056x2018","U056",0,1,0,0,"2018-07-12","2018-09-18",68,2018,-38.64074,143.426496,"Wet or Damp Forests",0,711186.978027234,5720296.29670706,NA,"North_2018"
"539",539,"otways","U056x2019","U056",1,0,0,0,"2019-06-15","2019-09-12",89,2019,-38.64074,143.426496,"Wet or Damp Forests",0,711186.978027234,5720296.29670706,NA,"North_2019"
"540",540,"otways","U058x2017","U058",1,1,0,0,"2017-07-06","2017-09-02",58,2017,-38.60355763,143.4148939,"Wet or Damp Forests",0,710285.701014518,5724449.67296368,NA,"North_2017"
"541",541,"otways","U059x2017","U059",0,0,0,0,"2017-07-11","2017-08-31",51,2017,-38.61001597,143.416464,"Wet or Damp Forests",0,710403.567046217,5723729.29074297,NA,"North_2017"
"542",542,"otways","U059x2018","U059",0,1,0,0,"2018-07-11","2018-09-21",72,2018,-38.61001597,143.416464,"Wet or Damp Forests",0,710403.567046217,5723729.29074297,NA,"North_2018"
"543",543,"otways","U059x2019","U059",0,0,0,0,"2019-06-19","2019-09-11",84,2019,-38.61001597,143.416464,"Wet or Damp Forests",0,710403.567046217,5723729.29074297,NA,"North_2019"
"544",544,"otways","U060x2017","U060",0,0,0,0,"2017-07-11","2017-08-31",51,2017,-38.61631799,143.420735,"Wet or Damp Forests",0,710757.043375096,5723020.05292805,NA,"North_2017"
"545",545,"otways","U060x2018","U060",0,1,0,0,"2018-07-10","2018-09-21",73,2018,-38.61631799,143.420735,"Wet or Damp Forests",0,710757.043375096,5723020.05292805,NA,"North_2018"
"546",546,"otways","U061x2017","U061",0,1,0,0,"2017-07-12","2017-07-30",18,2017,-38.62110104,143.423623,"Wet or Damp Forests",0,710994.492010246,5722482.56273266,NA,"North_2017"
"547",547,"otways","U061x2018","U061",0,1,0,0,"2018-07-11","2018-09-21",72,2018,-38.62110104,143.423623,"Wet or Damp Forests",0,710994.492010246,5722482.56273266,NA,"North_2018"
"548",548,"otways","U062x2017","U062",0,1,0,1,"2017-07-12","2017-08-31",50,2017,-38.62648397,143.427457,"Wet or Damp Forests",0,711312.505826954,5721876.30627004,NA,"North_2017"
"549",549,"otways","U062x2018","U062",1,1,0,1,"2018-07-12","2018-09-21",71,2018,-38.62648397,143.427457,"Wet or Damp Forests",0,711312.505826954,5721876.30627004,NA,"North_2018"
"550",550,"otways","U062x2019","U062",1,1,0,0,"2019-06-19","2019-09-11",84,2019,-38.62648397,143.427457,"Wet or Damp Forests",0,711312.505826954,5721876.30627004,NA,"North_2019"
"551",551,"otways","U063x2017","U063",0,0,0,0,"2017-07-11","2017-08-31",51,2017,-38.631795,143.431013,"Wet or Damp Forests",0,711606.477872491,5721278.65604639,NA,"North_2017"
"552",552,"otways","U063x2018","U063",0,0,0,1,"2018-07-12","2018-09-21",71,2018,-38.631795,143.431013,"Wet or Damp Forests",0,711606.477872491,5721278.65604639,NA,"North_2018"
"553",553,"otways","U063x2019","U063",1,0,0,0,"2019-06-20","2019-09-11",83,2019,-38.631795,143.431013,"Wet or Damp Forests",0,711606.477872491,5721278.65604639,NA,"North_2019"
"554",554,"otways","U064x2017","U064",0,0,0,0,"2017-07-11","2017-08-31",51,2017,-38.63516101,143.435004,"Wet or Damp Forests",0,711944.000793281,5720895.85817724,NA,"North_2017"
"555",555,"otways","U064x2018","U064",0,1,0,0,"2018-07-12","2018-09-21",71,2018,-38.63516101,143.435004,"Wet or Damp Forests",0,711944.000793281,5720895.85817724,NA,"North_2018"
"556",556,"otways","U064x2019","U064",0,0,0,0,"2019-06-20","2019-09-11",83,2019,-38.63516101,143.435004,"Wet or Damp Forests",0,711944.000793281,5720895.85817724,NA,"North_2019"
"557",557,"otways","U065x2017","U065",0,1,0,0,"2017-07-06","2017-09-02",58,2017,-38.59491303,143.419875,"Dry Forests",0,710744.801117999,5725397.67249452,NA,"North_2017"
"558",558,"otways","U065x2018","U065",0,1,0,0,"2018-07-12","2018-09-19",69,2018,-38.59491303,143.419875,"Dry Forests",0,710744.801117999,5725397.67249452,NA,"North_2018"
"559",559,"otways","U065x2019","U065",1,1,0,0,"2019-06-18","2019-09-15",89,2019,-38.59491303,143.419875,"Dry Forests",0,710744.801117999,5725397.67249452,NA,"North_2019"
"560",560,"otways","U066x2017","U066",0,1,0,0,"2017-07-06","2017-09-02",58,2017,-38.60070804,143.42211,"Wet or Damp Forests",0,710922.499262479,5724749.37548196,NA,"North_2017"
"561",561,"otways","U066x2018","U066",0,1,0,0,"2018-07-11","2018-09-18",69,2018,-38.60070804,143.42211,"Wet or Damp Forests",0,710922.499262479,5724749.37548196,NA,"North_2018"
"562",562,"otways","U066x2019","U066",0,1,0,0,"2019-06-18","2019-08-15",58,2019,-38.60070804,143.42211,"Wet or Damp Forests",0,710922.499262479,5724749.37548196,NA,"North_2019"
"563",563,"otways","U067x2017","U067",0,0,0,0,"2017-07-11","2017-09-02",53,2017,-38.60299403,143.425453,"Wet or Damp Forests",0,711206.948794637,5724487.97433895,NA,"North_2017"
"564",564,"otways","U067x2018","U067",1,0,0,0,"2018-07-09","2018-09-17",70,2018,-38.60299403,143.425453,"Wet or Damp Forests",0,711206.948794637,5724487.97433895,NA,"North_2018"
"565",565,"otways","U067x2019","U067",0,0,0,0,"2019-06-19","2019-09-13",86,2019,-38.60299403,143.425453,"Wet or Damp Forests",0,711206.948794637,5724487.97433895,NA,"North_2019"
"566",566,"otways","U072x2017","U072",0,1,0,0,"2017-07-11","2017-08-31",51,2017,-38.63565202,143.441495,"Wet or Damp Forests",0,712507.605973274,5720826.34005441,NA,"North_2017"
"567",567,"otways","U072x2018","U072",0,1,0,0,"2018-07-12","2018-09-21",71,2018,-38.63565202,143.441495,"Wet or Damp Forests",0,712507.605973274,5720826.34005441,NA,"North_2018"
"568",568,"otways","U072x2019","U072",0,0,0,0,"2019-06-19","2019-09-15",88,2019,-38.63565202,143.441495,"Wet or Damp Forests",0,712507.605973274,5720826.34005441,NA,"North_2019"
"569",569,"otways","U073x2017","U073",0,1,0,0,"2017-07-06","2017-09-02",58,2017,-38.59248102,143.425842,"Wet or Damp Forests",0,711271.664384843,5725653.87241551,NA,"North_2017"
"570",570,"otways","U073x2018","U073",1,1,0,0,"2018-07-12","2018-09-19",69,2018,-38.59248102,143.425842,"Wet or Damp Forests",0,711271.664384843,5725653.87241551,NA,"North_2018"
"571",571,"otways","U073x2019","U073",0,0,0,0,"2019-06-18","2019-09-15",89,2019,-38.59248102,143.425842,"Wet or Damp Forests",0,711271.664384843,5725653.87241551,NA,"North_2019"
